Family,Domain,Seed domains,Full region domains,Rfam ID,Description,RNA type
RF00131,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-30,mir-30 microRNA precursor,Gene; miRNA;
RF00132,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR24,Small nucleolar RNA R24,Gene; snRNA; snoRNA; CD-box;
RF00133,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD33,Small nucleolar RNA Z195/SNORD33/SNORD32 family,Gene; snRNA; snoRNA; CD-box;
RF00134,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ196,Small nucleolar RNA Z196/R39/R59 family,Gene; snRNA; snoRNA; CD-box;
RF00135,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ223,Small nucleolar RNA Z223,Gene; snRNA; snoRNA; CD-box;
RF00136,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD81,Small nucleolar RNA SNORD81,Gene; snRNA; snoRNA; CD-box;
RF00137,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD83,Small nucleolar RNA SNORD83,Gene; snRNA; snoRNA; CD-box;
RF00138,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD16,Small nucleolar RNA SNORD16,Gene; snRNA; snoRNA; CD-box;
RF00139,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORA72,Small nucleolar RNA SNORA72,Gene; snRNA; snoRNA; HACA-box;
RF00142,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ118,Small nucleolar RNA Z118/Z121/Z120,Gene; snRNA; snoRNA; CD-box;
RF00143,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-6,mir-6 microRNA precursor,Gene; miRNA;
RF00144,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-199,mir-199 microRNA precursor,Gene; miRNA;
RF00145,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ105,Small nucleolar RNA Z105,Gene; snRNA; snoRNA; CD-box;
RF00147,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD34,Small nucleolar RNA SNORD34,Gene; snRNA; snoRNA; CD-box;
RF00149,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ103,Small nucleolar RNA Z103,Gene; snRNA; snoRNA; CD-box;
RF00150,Eukaryota,Eukaryota (100.0%),"Eukaryota (98.88%), Archaea (1.12%)",SNORD42,Small nucleolar RNA SNORD42,Gene; snRNA; snoRNA; CD-box;
RF00151,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD58,Small nucleolar RNA SNORD58,Gene; snRNA; snoRNA; CD-box;
RF00152,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD79,Small nucleolar RNA SNORD79,Gene; snRNA; snoRNA; CD-box;
RF00153,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD62,Small nucleolar RNA SNORD62,Gene; snRNA; snoRNA; CD-box;
RF00154,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD63,Small nucleolar RNA SNORD63,Gene; snRNA; snoRNA; CD-box;
RF00155,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORA66,Small nucleolar RNA SNORA66,Gene; snRNA; snoRNA; HACA-box;
RF00156,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORA70,Small nucleolar RNA SNORA70,Gene; snRNA; snoRNA; HACA-box;
RF00157,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD39,Small nucleolar RNA SNORD55/SNORD39,Gene; snRNA; snoRNA; CD-box;
RF00158,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD82,Small nucleolar RNA SNORD82,Gene; snRNA; snoRNA; CD-box;
RF00159,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ168,Small nucleolar RNA Z168/Z174,Gene; snRNA; snoRNA; CD-box;
RF00160,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ159,Small nucleolar RNA Z159/U59,Gene; snRNA; snoRNA; CD-box;
RF00161,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),nos_TCE,Nanos 3' UTR translation control element,Cis-reg;
RF00163,Mixed/Eukaryota,"Eukaryota (79.31%), Viroids (20.69%)",Eukaryota (100.0%),Hammerhead_1,Hammerhead ribozyme (type I),Gene; ribozyme;
RF00172,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),CAESAR,ctgf/hcs24 CAESAR,Cis-reg;
RF00178,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-24,mir-24 microRNA precursor family,Gene; miRNA;
RF00179,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),GAIT,GAIT element,Cis-reg;
RF00180,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),REN-SRE,Renin stability regulatory element (REN-SRE),Cis-reg;
RF00181,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD113,Small nucleolar RNA SNORD113/SNORD114 family,Gene; snRNA; snoRNA; CD-box;
RF00183,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),G-CSF_SLDE,G-CSF factor stem-loop destabilising element (SLDE),Cis-reg;
RF00186,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD101,Small nucleolar RNA SNORD101,Gene; snRNA; snoRNA; CD-box;
RF00187,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD102,Small nucleolar RNA SNORD102,Gene; snRNA; snoRNA; CD-box;
RF00188,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD103,Small nucleolar RNA SNORD103/SNORD85,Gene; snRNA; snoRNA; CD-box;
RF00189,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD95,Small nucleolar RNA SNORD95,Gene; snRNA; snoRNA; CD-box;
RF00190,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORA16,Small nucleolar RNA SNORA16B/SNORA16A family,Gene; snRNA; snoRNA; HACA-box;
RF00191,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORA57,Small nucleolar RNA SNORA57,Gene; snRNA; snoRNA; HACA-box;
RF00198,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SL1,SL1 RNA,Gene;
RF00199,Eukaryota,Eukaryota (100.0%),"Eukaryota (99.73%), Bacteria (0.27%)",SL2,SL2 RNA,Gene;
RF00200,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ199,Small nucleolar RNA Z199,Gene; snRNA; snoRNA; CD-box;
RF00201,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ278,Small nucleolar RNA Z278,Gene; snRNA; snoRNA; CD-box;
RF00202,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR66,Small nucleolar RNA R66,Gene; snRNA; snoRNA; CD-box;
RF00203,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR160,Small nucleolar RNA R160,Gene; snRNA; snoRNA; CD-box;
RF00204,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR12,Small nucleolar RNA R12,Gene; snRNA; snoRNA; CD-box;
RF00205,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR41,Small nucleolar RNA R41,Gene; snRNA; snoRNA; CD-box;
RF00206,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),U54,Small nucleolar RNA U54,Gene; snRNA; snoRNA; CD-box;
RF00207,Eukaryota,Eukaryota (100.0%),"Eukaryota (93.33%), Bacteria (6.67%)",K10_TLS,K10 transport/localisation element (TLS),Cis-reg;
RF00208,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR72,Small nucleolar RNA R72,Gene; snRNA; snoRNA; CD-box;
RF00211,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD35,Small nucleolar RNA SNORD35,Gene; snRNA; snoRNA; CD-box;
RF00212,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD38,Small nucleolar RNA SNORD38,Gene; snRNA; snoRNA; CD-box;
RF00213,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR38,Small nucleolar RNA R38,Gene; snRNA; snoRNA; CD-box;
RF00216,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),IRES_c-myc,c-myc internal ribosome entry site (IRES),Cis-reg; IRES;
RF00217,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD20,Small nucleolar RNA SNORD20,Gene; snRNA; snoRNA; CD-box;
RF00218,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD46,Small nucleolar RNA SNORD46,Gene; snRNA; snoRNA; CD-box;
RF00221,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD43,Small nucleolar RNA SNORD43,Gene; snRNA; snoRNA; CD-box;
RF00222,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),IRES_Bag1,Bag-1 internal ribosome entry site (IRES),Cis-reg; IRES;
RF00223,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),IRES_Bip,bip internal ribosome entry site (IRES),Cis-reg; IRES;
RF00224,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),IRES_FGF2,FGF-2 internal ribosome entry site (IRES),Cis-reg; IRES;
RF00226,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),IRES_n-myc,n-myc internal ribosome entry site (IRES),Cis-reg; IRES;
RF00227,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),FIE3,FIE3 (ftz instability element 3') element,Cis-reg;
RF00231,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SCARNA13,Small Cajal body specific RNA 13,Gene; snRNA; snoRNA; scaRNA;
RF00232,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),Spi-1,Spi-1 (PU.1) 5' UTR regulatory element,Cis-reg;
RF00237,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-9,mir-9/mir-79 microRNA precursor family,Gene; miRNA;
RF00239,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-124,mir-124 microRNA precursor family,Gene; miRNA;
RF00241,Eukaryota,Eukaryota (100.0%),"Eukaryota (99.84%), Bacteria (0.16%)",mir-8,mir-8/mir-141/mir-200 microRNA precursor family,Gene; miRNA;
RF00244,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-26,mir-26 microRNA precursor family,Gene; miRNA;
RF00245,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-19,mir-19 microRNA precursor family,Gene; miRNA;
RF00246,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-135,mir-135 microRNA precursor family,Gene; miRNA;
RF00247,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-160,mir-160 microRNA precursor family,Gene; miRNA;
RF00248,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-148,mir-148/mir-152 microRNA precursor family,Gene; miRNA;
RF00249,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-46,mir-46/mir-47/mir-281 microRNA precursor family,Gene; miRNA;
RF00251,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-219,mir-219 microRNA precursor family,Gene; miRNA;
RF00253,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-101,mir-101 microRNA precursor family,Gene; miRNA;
RF00254,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-16,mir-16 microRNA precursor family,Gene; miRNA;
RF00255,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-218,mir-218 microRNA precursor family,Gene; miRNA;
RF00256,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-196,mir-196 microRNA precursor family,Gene; miRNA;
RF00257,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-194,mir-194 microRNA precursor family,Gene; miRNA;
RF00258,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-130,mir-130 microRNA precursor family,Gene; miRNA;
RF00259,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),IFN_gamma,Interferon gamma 5' UTR regulatory element,Cis-reg;
RF00261,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),IRES_L-myc,L-myc internal ribosome entry site (IRES),Cis-reg; IRES;
RF00263,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORA68,Small nucleolar RNA SNORA68,Gene; snRNA; snoRNA; HACA-box;
RF00264,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORA64,Small nucleolar RNA SNORA64/SNORA10 family,Gene; snRNA; snoRNA; HACA-box;
RF00265,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORA69,Small nucleolar RNA SNORA69,Gene; snRNA; snoRNA; HACA-box;
RF00266,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ17,Small nucleolar RNA Z17,Gene; snRNA; snoRNA; CD-box;
RF00267,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR64,Small nucleolar RNA R64/Z200 family,Gene; snRNA; snoRNA; CD-box;
RF00268,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ7,Small nucleolar RNA snoZ7/snoR77,Gene; snRNA; snoRNA; CD-box;
RF00270,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD61,Small nucleolar RNA SNORD61,Gene; snRNA; snoRNA; CD-box;
RF00271,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD60,Small nucleolar RNA SNORD60,Gene; snRNA; snoRNA; CD-box;
RF00272,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORA67,Small nucleolar RNA SNORA67,Gene; snRNA; snoRNA; HACA-box;
RF00273,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD59,Small nucleolar RNA SNORD59,Gene; snRNA; snoRNA; CD-box;
RF00274,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD57,Small nucleolar RNA SNORD57,Gene; snRNA; snoRNA; CD-box;
RF00275,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD56,Small nucleolar RNA SNORD56,Gene; snRNA; snoRNA; CD-box;
RF00276,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD52,Small nucleolar RNA SNORD52,Gene; snRNA; snoRNA; CD-box;
RF00277,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD49,Small nucleolar RNA SNORD49,Gene; snRNA; snoRNA; CD-box;
RF00278,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD50,Small nucleolar RNA SNORD50,Gene; snRNA; snoRNA; CD-box;
RF00279,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD45,Small nucleolar RNA SNORD45,Gene; snRNA; snoRNA; CD-box;
RF00280,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD51,Small nucleolar RNA SNORD51,Gene; snRNA; snoRNA; CD-box;
RF00281,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD47,Small nucleolar RNA SNORD47,Gene; snRNA; snoRNA; CD-box;
RF00282,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD48,Small nucleolar RNA SNORD48,Gene; snRNA; snoRNA; CD-box;
RF00283,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SCARNA18,small Cajal body-specific RNA 18,Gene; snRNA; snoRNA; scaRNA;
RF00284,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD74,Small nucleolar RNA SNORD74,Gene; snRNA; snoRNA; CD-box;
RF00285,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ6,Z6 small nucleolar RNA,Gene; snRNA; snoRNA; CD-box;
RF00286,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SCARNA8,Small Cajal body specific RNA 8,Gene; snRNA; snoRNA; scaRNA;
RF00287,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD44,Small nucleolar RNA SNORD44,Gene; snRNA; snoRNA; CD-box;
RF00288,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ30,Z30 small nucleolar RNA,Gene; snRNA; snoRNA; CD-box;
RF00289,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORND104,Small nucleolar RNA SNORD104,Gene; snRNA; snoRNA; CD-box;
RF00291,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR639,Small nucleolar RNA snoR639/H1,Gene; snRNA; snoRNA; HACA-box;
RF00292,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoTBR5,Small nucleolar RNA TBR5,Gene; snRNA; snoRNA; CD-box;
RF00293,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoM1,Small nucleolar RNA snoM1,Gene; snRNA; snoRNA; HACA-box;
RF00294,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoTBR17,Small nucleolar RNA TBR17,Gene; snRNA; snoRNA; CD-box;
RF00295,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoTBR7,Small nucleolar RNA TBR7,Gene; snRNA; snoRNA; CD-box;
RF00296,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR16,Small nucleolar RNA R16,Gene; snRNA; snoRNA; CD-box;
RF00300,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ221_snoR21b,Small nucleolar RNA Z221/R21b,Gene; snRNA; snoRNA; CD-box;
RF00301,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ256,Small nucleolar RNA Z256,Gene; snRNA; snoRNA; CD-box;
RF00302,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORA65,Small nucleolar RNA SNORA65,Gene; snRNA; snoRNA; HACA-box;
RF00303,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR86,Small nucleolar RNA snoR86,Gene; snRNA; snoRNA; HACA-box;
